FlightNumber,MarketingAirline,Restrictions
1726,MirageAir,StandByOnly
1145,UnityAirways,StandByOnly
2729,OceanAirways,None
3093,GoldenEagle,Business
1846,PeakAir,StandByOnly
2079,SwiftWings,StandByOnly
1466,HorizonWings,StandByOnly
1969,GoldenEagle,Business
1485,PeakAir,StandByOnly
2756,MirageAir,StandByOnly
2590,CrystalSkyAirways,None
1936,SunAirInternational,Business
2328,CrystalSkyAirways,StandByOnly
2987,WingStar,Business
2633,SwiftWings,StandByOnly
1706,BlueSkyAirlines,None
1168,SwiftWings,StandByOnly
1787,AeroLink,StandByOnly
2623,OceanAirways,None
2281,SwiftWings,StandByOnly
2752,Airways,None
3079,OceanAirways,None
1124,WingStar,Business
1133,GoldenEagle,Business
3082,PeakAir,None
2802,HorizonWings,Business
2893,AeroLink,Business
2953,EvergreenAirlines,StandByOnly
1723,MirageAir,StandByOnly
2110,SummitAirlines,StandByOnly
2318,Express,StandByOnly
1939,SilverArrow,StandByOnly
2234,EvergreenAirlines,Business
2334,EvergreenAirlines,Business
2826,AirWave,Business
1749,SummitAirlines,Business
1025,UnityAirways,None
1864,UnityAirways,StandByOnly
2796,GoldenEagle,Business
2974,StarJetAirlines,Business
1682,MirageAir,Business
2342,SunAirInternational,None
1572,WingStar,StandByOnly
1492,SummitAirlines,None
1297,OceanAirways,Business
1060,OceanAirways,None
1579,PacificBreezeAirlines,StandByOnly
1406,MirageAir,StandByOnly
1339,CrystalSkyAirways,StandByOnly
2621,AeroLink,StandByOnly
2233,Express,Business
2673,HorizonWings,StandByOnly
2171,HorizonWings,Business
1102,StarJetAirlines,None
1274,MirageAir,StandByOnly
1649,BlueSkyAirlines,Business
2612,UnityAirways,None
1358,BlueSkyAirlines,None
1944,Express,StandByOnly
1094,UnityAirways,None
2534,BlueSkyAirlines,StandByOnly
1344,GoldenEagle,StandByOnly
2604,GoldenEagle,None
2603,SunAirInternational,Business
2483,OceanAirways,Business
2186,StarJetAirlines,StandByOnly
2746,SkyHavenAirways,Business
1917,MirageAir,StandByOnly
1060,UnityAirways,Business
1235,AirLuxe,None
2705,Airways,None
1687,SkyHavenAirways,None
2536,SunAirInternational,Business
3092,AirWave,None
2070,SunAirInternational,StandByOnly
1865,CrystalSkyAirways,Business
2941,AirLuxe,StandByOnly
1952,Airways,None
2175,PacificBreezeAirlines,None
2725,MirageAir,Business
2009,WingStar,Business
1402,SummitAirlines,None
1659,WingStar,Business
1784,SwiftWings,Business
1737,SummitAirlines,StandByOnly
2620,Airways,None
2264,SwiftWings,StandByOnly
2638,EvergreenAirlines,None
2904,BlueSkyAirlines,Business
2324,SwiftWings,Business
2209,OceanAirways,StandByOnly
2384,MirageAir,Business
1499,SunAirInternational,StandByOnly
2587,PeakAir,None
2521,SilverArrow,Business
1660,SilverArrow,StandByOnly
1661,StarJetAirlines,StandByOnly
1709,SummitAirlines,None
3039,AeroLink,None
2147,SunAirInternational,Business
2581,GoldenEagle,None
2175,BlueSkyAirlines,None
1057,PeakAir,StandByOnly
1194,PeakAir,Business
1873,WingStar,Business
1242,AeroLink,StandByOnly
2783,MirageAir,Business
2297,AirWave,Business
2864,AirWave,StandByOnly
2336,MirageAir,None
1203,SunAirInternational,None
2571,MirageAir,StandByOnly
2097,AirLuxe,None
2543,UnityAirways,None
2971,BlueSkyAirlines,StandByOnly
2681,PeakAir,StandByOnly
2274,SkyHavenAirways,Business
1515,CrystalSkyAirways,StandByOnly
2844,AirLuxe,None
2233,CrystalSkyAirways,StandByOnly
2597,StarJetAirlines,StandByOnly
2138,BlueSkyAirlines,None
2402,MirageAir,Business
1304,AirLuxe,Business
2570,WingStar,Business
1351,SilverArrow,Business
1287,WingStar,Business
2684,GoldenEagle,None
2423,SunAirInternational,Business
2862,UnityAirways,Business
2142,AeroLink,StandByOnly
1373,MirageAir,Business
3023,SkyHavenAirways,StandByOnly
2089,SunAirInternational,None
2747,Express,StandByOnly
2313,EvergreenAirlines,Business
2547,Express,Business
2864,SunAirInternational,None
2332,OceanAirways,None
2455,OceanAirways,None
1461,SilverArrow,Business
1495,AirLuxe,Business
2979,Airways,Business
2677,AirWave,Business
2648,HorizonWings,Business
2728,GoldenEagle,None
2626,MirageAir,None
1569,GoldenEagle,None
2698,SilverArrow,StandByOnly
1343,MirageAir,Business
1510,SummitAirlines,Business
2618,UnityAirways,Business
1269,OceanAirways,None
1775,SwiftWings,Business
2105,SwiftWings,None
1691,HorizonWings,StandByOnly
2051,SkyHavenAirways,None
2928,GoldenEagle,StandByOnly
1269,EvergreenAirlines,None
1019,AirLuxe,Business
2629,WingStar,StandByOnly
2325,AirWave,StandByOnly
1424,EvergreenAirlines,StandByOnly
1824,SkyHavenAirways,Business
2572,AirLuxe,Business
1000,SummitAirlines,StandByOnly
1772,OceanAirways,StandByOnly
1936,MirageAir,Business
1573,SkyHavenAirways,None
2681,SummitAirlines,None
2652,WingStar,Business
3055,UnityAirways,None
1850,SilverArrow,None
3076,GoldenEagle,StandByOnly
1200,Express,StandByOnly
2447,UnityAirways,Business
2410,MirageAir,StandByOnly
2280,GoldenEagle,Business
1180,SkyHavenAirways,Business
1523,BlueSkyAirlines,Business
2858,Express,None
2250,HorizonWings,StandByOnly
1964,BlueSkyAirlines,StandByOnly
2696,SkyHavenAirways,StandByOnly
2190,WingStar,None
1594,SunAirInternational,None
1404,PacificBreezeAirlines,None
2187,HorizonWings,Business
2856,Express,StandByOnly
1260,AeroLink,None
2092,WingStar,Business
1372,UnityAirways,Business
2823,SummitAirlines,StandByOnly
1488,BlueSkyAirlines,StandByOnly
1789,StarJetAirlines,None
2323,OceanAirways,None
1478,SummitAirlines,None
1505,SummitAirlines,None
2653,HorizonWings,None
2095,AirLuxe,Business
1896,SkyHavenAirways,StandByOnly
1807,Airways,Business
2496,CrystalSkyAirways,Business
1097,EvergreenAirlines,StandByOnly
2841,SunAirInternational,Business
2561,Airways,None
2659,OceanAirways,StandByOnly
2688,SummitAirlines,Business
2911,HorizonWings,Business
1620,SunAirInternational,StandByOnly
1320,Airways,None
2955,SkyHavenAirways,StandByOnly
2810,AirWave,StandByOnly
2625,GoldenEagle,None
2911,HorizonWings,Business
2036,UnityAirways,None
1024,HorizonWings,Business
1326,CrystalSkyAirways,None
1121,SilverArrow,None
3008,Express,None
1657,HorizonWings,Business
2547,OceanAirways,None
2927,SummitAirlines,StandByOnly
1760,Express,None
3065,CrystalSkyAirways,StandByOnly
1806,BlueSkyAirlines,None
2431,CrystalSkyAirways,StandByOnly
2595,HorizonWings,StandByOnly
1163,SummitAirlines,StandByOnly
3080,OceanAirways,None
2589,Express,Business
2560,Airways,StandByOnly
2037,SunAirInternational,StandByOnly
3079,SunAirInternational,StandByOnly
1069,PeakAir,Business
1342,AirWave,StandByOnly
1389,OceanAirways,Business
2988,SummitAirlines,None
3051,PacificBreezeAirlines,StandByOnly
2733,UnityAirways,None
1914,CrystalSkyAirways,None
2882,MirageAir,None
1230,OceanAirways,None
1174,BlueSkyAirlines,Business
1647,WingStar,None
2663,SilverArrow,StandByOnly
1168,WingStar,None
1528,MirageAir,Business
1226,WingStar,None
2985,PeakAir,StandByOnly
2043,Express,Business
1372,SkyHavenAirways,None
1932,HorizonWings,Business
1026,AirLuxe,Business
2857,MirageAir,None
2048,AeroLink,None
2590,StarJetAirlines,Business
2957,SwiftWings,Business
2732,Express,StandByOnly
2938,HorizonWings,Business
2163,GoldenEagle,StandByOnly
2178,HorizonWings,StandByOnly
2796,MirageAir,None
2293,HorizonWings,StandByOnly
1701,PeakAir,None
2363,Express,None
1697,AeroLink,StandByOnly
1975,AirLuxe,None
1851,AeroLink,StandByOnly
1542,OceanAirways,StandByOnly
1427,HorizonWings,Business
1071,AirWave,Business
2442,UnityAirways,Business
1513,StarJetAirlines,StandByOnly
2984,SunAirInternational,Business
1365,MirageAir,None
2775,SunAirInternational,Business
1699,BlueSkyAirlines,StandByOnly
2680,SilverArrow,Business
2520,CrystalSkyAirways,None
1207,SkyHavenAirways,None
2406,GoldenEagle,StandByOnly
2922,SkyHavenAirways,StandByOnly
2261,SilverArrow,Business
1477,Express,StandByOnly
1212,WingStar,StandByOnly
2685,MirageAir,StandByOnly
1978,PacificBreezeAirlines,None
1316,WingStar,Business
3019,EvergreenAirlines,None
2455,PeakAir,None
3069,UnityAirways,None
1184,StarJetAirlines,StandByOnly
2139,Express,StandByOnly
2859,WingStar,Business
1646,AeroLink,Business
2470,UnityAirways,StandByOnly
2818,SunAirInternational,StandByOnly
3056,AeroLink,Business
2122,SunAirInternational,StandByOnly
2085,SilverArrow,Business
1121,AirLuxe,Business
2586,WingStar,Business
1795,SunAirInternational,None
1317,PeakAir,Business
1846,AirWave,Business
2152,HorizonWings,Business
2952,HorizonWings,StandByOnly
1574,AirWave,StandByOnly
1366,BlueSkyAirlines,StandByOnly
2679,AeroLink,None
3055,GoldenEagle,None
1524,WingStar,StandByOnly
2418,OceanAirways,None
1830,SkyHavenAirways,StandByOnly
2738,AirWave,StandByOnly
2990,HorizonWings,Business
1237,PacificBreezeAirlines,None
2304,SkyHavenAirways,None
1619,Airways,StandByOnly
2287,HorizonWings,None
1234,OceanAirways,None
1281,CrystalSkyAirways,Business
1407,OceanAirways,None
1253,UnityAirways,StandByOnly
1595,HorizonWings,Business
1828,PeakAir,StandByOnly
2593,AirLuxe,Business
2103,SwiftWings,StandByOnly
1628,SunAirInternational,None
3095,SkyHavenAirways,None
1475,OceanAirways,StandByOnly
2077,Airways,Business
1003,AeroLink,Business
1889,SwiftWings,Business
2624,AirLuxe,Business
1464,BlueSkyAirlines,Business
1169,PacificBreezeAirlines,None
1349,SunAirInternational,StandByOnly
2565,BlueSkyAirlines,StandByOnly
1502,StarJetAirlines,Business
2933,AeroLink,StandByOnly
1535,CrystalSkyAirways,Business
2253,OceanAirways,None
2475,Airways,None
1267,AirLuxe,None
1736,UnityAirways,Business
1370,PacificBreezeAirlines,StandByOnly
1793,SwiftWings,None
1821,MirageAir,None
1916,SilverArrow,StandByOnly
2491,AeroLink,None
2708,EvergreenAirlines,Business
1671,SunAirInternational,StandByOnly
2309,WingStar,None
2507,OceanAirways,None
3031,UnityAirways,Business
1867,MirageAir,StandByOnly
2860,SunAirInternational,None
1009,AirLuxe,StandByOnly
1497,BlueSkyAirlines,Business
2359,UnityAirways,StandByOnly
1302,SummitAirlines,None
1048,HorizonWings,StandByOnly
1572,EvergreenAirlines,Business
2603,AirWave,None
1691,BlueSkyAirlines,Business
1111,Airways,None
1500,SwiftWings,StandByOnly
2253,Airways,None
2709,WingStar,None
2901,AirLuxe,Business
1888,AirLuxe,Business
1466,Express,Business
2203,SummitAirlines,Business
1712,SwiftWings,None
1463,PeakAir,StandByOnly
1627,SwiftWings,None
2021,GoldenEagle,StandByOnly
1782,PacificBreezeAirlines,StandByOnly
3070,GoldenEagle,None
2517,GoldenEagle,None
1157,SummitAirlines,Business
1064,EvergreenAirlines,None
1478,SilverArrow,None
1089,SilverArrow,None
2699,AirWave,StandByOnly
1532,GoldenEagle,Business
1057,GoldenEagle,Business
2688,GoldenEagle,StandByOnly
2784,StarJetAirlines,None
2952,HorizonWings,Business
1483,SilverArrow,Business
1976,Airways,None
1166,EvergreenAirlines,None
1954,OceanAirways,StandByOnly
2079,SilverArrow,None
1749,WingStar,Business
2347,AirLuxe,StandByOnly
2959,SwiftWings,Business
1871,Express,None
2294,SunAirInternational,None
2779,AirWave,None
1481,SummitAirlines,None
2730,HorizonWings,None
1811,CrystalSkyAirways,None
3093,Airways,StandByOnly
2960,SkyHavenAirways,StandByOnly
2067,SwiftWings,Business
1806,CrystalSkyAirways,None
1797,Express,None
1706,SilverArrow,Business
1866,BlueSkyAirlines,Business
2020,EvergreenAirlines,StandByOnly
2970,WingStar,Business
1065,SummitAirlines,Business
1335,BlueSkyAirlines,None
2854,AirWave,StandByOnly
1047,MirageAir,Business
1015,StarJetAirlines,StandByOnly
2690,SummitAirlines,None
3046,AirWave,Business
2770,SkyHavenAirways,None
2301,EvergreenAirlines,None
2939,SwiftWings,Business
2848,AirLuxe,Business
1349,CrystalSkyAirways,None
2111,SkyHavenAirways,None
1873,EvergreenAirlines,StandByOnly
1849,SunAirInternational,StandByOnly
1504,AirWave,None
1882,AirWave,StandByOnly
1738,GoldenEagle,None
2109,WingStar,StandByOnly
2430,AeroLink,None
2769,SunAirInternational,None
2345,MirageAir,Business
2696,SwiftWings,StandByOnly
1685,SilverArrow,Business
2265,HorizonWings,None
2086,BlueSkyAirlines,None
1296,CrystalSkyAirways,StandByOnly
2808,SilverArrow,None
1149,Airways,Business
1572,AirLuxe,Business
1671,AirLuxe,None
1283,PeakAir,StandByOnly
1502,StarJetAirlines,StandByOnly
2745,CrystalSkyAirways,StandByOnly
2101,AirWave,StandByOnly
1511,Express,None
2557,EvergreenAirlines,StandByOnly
2191,SunAirInternational,StandByOnly
1270,Express,None
1859,GoldenEagle,None
1284,Express,None
1153,SkyHavenAirways,StandByOnly
2589,SwiftWings,Business
2469,GoldenEagle,None
2205,SunAirInternational,StandByOnly
1134,AirWave,StandByOnly
1630,UnityAirways,Business
2326,HorizonWings,StandByOnly
1947,Airways,None
1199,OceanAirways,None
1035,AeroLink,StandByOnly
2436,SwiftWings,StandByOnly
1715,GoldenEagle,Business
1025,PeakAir,Business
2507,CrystalSkyAirways,StandByOnly
2361,Airways,StandByOnly
2283,PacificBreezeAirlines,StandByOnly
2096,AirWave,None
2865,StarJetAirlines,Business
1805,SkyHavenAirways,Business
1065,CrystalSkyAirways,Business
1880,BlueSkyAirlines,StandByOnly
2528,SilverArrow,None
2561,OceanAirways,Business
1293,WingStar,Business
2942,GoldenEagle,Business
1531,WingStar,StandByOnly
2886,HorizonWings,StandByOnly
1843,SilverArrow,StandByOnly
1704,SkyHavenAirways,Business
1650,SwiftWings,None
1965,WingStar,None
1450,PeakAir,None
1992,GoldenEagle,None
2666,Airways,StandByOnly
2880,GoldenEagle,StandByOnly
2474,Airways,None
2386,AeroLink,StandByOnly
2804,AirWave,Business
1641,AirLuxe,Business
3070,Airways,None
1192,StarJetAirlines,None
1121,AeroLink,None
2662,AeroLink,None
2400,AirLuxe,Business
2439,AeroLink,None
1996,PeakAir,None
2445,AeroLink,Business
1099,Express,StandByOnly
1505,AirWave,None
1665,SkyHavenAirways,Business
2425,CrystalSkyAirways,Business
1621,PeakAir,None
2632,OceanAirways,None
2768,BlueSkyAirlines,Business
2861,PacificBreezeAirlines,None
2873,GoldenEagle,Business
1151,AirWave,None
2938,SkyHavenAirways,StandByOnly
1248,CrystalSkyAirways,None
2337,AirLuxe,Business
1556,OceanAirways,None
2997,PeakAir,Business
1659,Airways,Business
2355,EvergreenAirlines,None
2666,PeakAir,Business
2983,WingStar,Business
1217,SummitAirlines,Business
2834,StarJetAirlines,Business
1662,AirLuxe,StandByOnly
1798,SilverArrow,Business
1401,UnityAirways,None
2461,SummitAirlines,StandByOnly
1783,SkyHavenAirways,Business
3042,AeroLink,None
1109,AirLuxe,StandByOnly
2291,MirageAir,None
2373,WingStar,None
1270,SkyHavenAirways,Business
2864,PacificBreezeAirlines,Business
1417,OceanAirways,None
2607,SilverArrow,Business
1046,MirageAir,Business
2062,StarJetAirlines,Business
2057,StarJetAirlines,Business
1592,SwiftWings,None
1130,SkyHavenAirways,Business
1919,AeroLink,StandByOnly
2589,Airways,None
2316,AirLuxe,StandByOnly
2100,CrystalSkyAirways,None
1785,AirWave,StandByOnly
1546,AirWave,Business
1023,PeakAir,StandByOnly
2038,Airways,StandByOnly
2413,SunAirInternational,None
2469,AirWave,None
1680,MirageAir,None
1958,CrystalSkyAirways,StandByOnly
2338,SummitAirlines,Business
3032,SunAirInternational,StandByOnly
2129,OceanAirways,None
2970,UnityAirways,Business
1840,GoldenEagle,None
2749,Express,StandByOnly
1322,AirWave,None
2742,UnityAirways,Business
1283,WingStar,None
2299,SilverArrow,None
3050,CrystalSkyAirways,None
2129,EvergreenAirlines,StandByOnly
2551,WingStar,None
2147,MirageAir,StandByOnly
2410,PeakAir,Business
1500,OceanAirways,Business
1311,UnityAirways,None
1240,SwiftWings,StandByOnly
2998,OceanAirways,Business
1432,MirageAir,StandByOnly
2760,CrystalSkyAirways,StandByOnly
1059,AeroLink,Business
1583,SilverArrow,None
1453,Airways,StandByOnly
1963,AirLuxe,Business
2459,CrystalSkyAirways,None
2605,Express,None
1638,AeroLink,None
2397,Airways,StandByOnly
1349,AeroLink,StandByOnly
2448,HorizonWings,StandByOnly
2260,AeroLink,StandByOnly
1592,OceanAirways,None
1766,HorizonWings,Business
2555,WingStar,StandByOnly
3089,SummitAirlines,None
2167,WingStar,None
1245,BlueSkyAirlines,None
1259,WingStar,Business
1451,SwiftWings,Business
1653,HorizonWings,Business
1088,GoldenEagle,Business
1223,Express,None
1369,CrystalSkyAirways,Business
1750,OceanAirways,None
1016,SunAirInternational,Business
2682,BlueSkyAirlines,Business
1182,EvergreenAirlines,None
3067,SummitAirlines,None
1608,SkyHavenAirways,Business
1341,AirLuxe,Business
2672,Airways,None
1345,AirWave,Business
2434,MirageAir,Business
1630,AirWave,Business
1338,Express,None
2021,MirageAir,StandByOnly
1373,StarJetAirlines,Business
2216,AeroLink,StandByOnly
2252,SummitAirlines,StandByOnly
1949,AirWave,StandByOnly
1301,WingStar,Business
2374,AirLuxe,StandByOnly
2049,PacificBreezeAirlines,StandByOnly
1537,UnityAirways,Business
1818,OceanAirways,StandByOnly
1145,PacificBreezeAirlines,None
2550,MirageAir,Business
2855,SummitAirlines,None
2814,PeakAir,None
2783,PeakAir,StandByOnly
1368,MirageAir,StandByOnly
2301,AeroLink,StandByOnly
2714,GoldenEagle,Business
2866,HorizonWings,None
1229,WingStar,Business
2045,PacificBreezeAirlines,Business
2866,Express,Business
1567,PeakAir,Business
2681,GoldenEagle,None
1713,EvergreenAirlines,Business
1696,OceanAirways,Business
1401,Airways,None
2253,SkyHavenAirways,StandByOnly
2584,OceanAirways,StandByOnly
1169,AeroLink,StandByOnly
2446,UnityAirways,Business
2223,HorizonWings,Business
2120,CrystalSkyAirways,None
2492,UnityAirways,StandByOnly
1406,SunAirInternational,StandByOnly
2685,SummitAirlines,StandByOnly
1544,SkyHavenAirways,None
1794,SwiftWings,Business
2077,SilverArrow,StandByOnly
1415,AirWave,StandByOnly
1549,StarJetAirlines,Business
2861,HorizonWings,None
2921,AirWave,StandByOnly
1623,AirWave,Business
1504,CrystalSkyAirways,None
2751,SunAirInternational,None
1025,SwiftWings,None
2375,SkyHavenAirways,StandByOnly
2364,SilverArrow,None
1599,SkyHavenAirways,StandByOnly
2316,HorizonWings,None
1838,PeakAir,StandByOnly
2798,AirLuxe,StandByOnly
2886,MirageAir,None
2350,AirWave,None
1404,SwiftWings,Business
2842,OceanAirways,Business
3062,AeroLink,Business
1709,SilverArrow,Business
1807,SkyHavenAirways,StandByOnly
2215,PacificBreezeAirlines,None
1800,EvergreenAirlines,None
2321,SwiftWings,None
1536,EvergreenAirlines,None
1593,AirLuxe,StandByOnly
3004,PeakAir,None
1325,EvergreenAirlines,Business
2036,HorizonWings,None
1472,AirLuxe,StandByOnly
1242,OceanAirways,None
2976,SilverArrow,None
1699,SkyHavenAirways,None
1427,UnityAirways,None
1321,PacificBreezeAirlines,StandByOnly
2424,GoldenEagle,Business
1867,EvergreenAirlines,StandByOnly
2735,UnityAirways,Business
2765,SwiftWings,None
1020,AirLuxe,StandByOnly
1616,AirWave,Business
2921,HorizonWings,Business
2147,PacificBreezeAirlines,StandByOnly
1415,WingStar,Business
1493,SkyHavenAirways,None
1650,Express,None
1811,MirageAir,Business
1899,HorizonWings,None
2800,AirWave,StandByOnly
1135,UnityAirways,Business
1568,GoldenEagle,StandByOnly
2700,BlueSkyAirlines,Business
1457,StarJetAirlines,Business
1457,SwiftWings,None
1684,MirageAir,StandByOnly
1654,AeroLink,None
1794,SummitAirlines,Business
2113,StarJetAirlines,Business
1814,Express,None
1575,SunAirInternational,StandByOnly
1762,WingStar,None
2520,SwiftWings,StandByOnly
1750,AeroLink,Business
2777,WingStar,None
1766,HorizonWings,Business
1161,GoldenEagle,StandByOnly
1403,SunAirInternational,None
1710,PeakAir,StandByOnly
1377,SunAirInternational,None
1384,SwiftWings,StandByOnly
1737,Airways,None
2058,AirLuxe,StandByOnly
2944,PeakAir,None
1564,SkyHavenAirways,StandByOnly
1610,CrystalSkyAirways,Business
1719,Express,StandByOnly
2801,BlueSkyAirlines,None
2587,Express,None
2161,AeroLink,StandByOnly
2618,AirLuxe,None
2802,Airways,None
1331,SunAirInternational,None
2475,PeakAir,Business
2441,PacificBreezeAirlines,Business
2291,Express,StandByOnly
1591,SunAirInternational,StandByOnly
2155,CrystalSkyAirways,Business
1049,UnityAirways,None
2052,MirageAir,None
1489,SwiftWings,None
1942,SunAirInternational,StandByOnly
1828,AirWave,StandByOnly
2743,SunAirInternational,None
1036,SwiftWings,StandByOnly
2347,Express,Business
1681,EvergreenAirlines,StandByOnly
1381,WingStar,StandByOnly
2414,AirLuxe,Business
2180,SilverArrow,Business
2266,SunAirInternational,StandByOnly
1465,AirWave,StandByOnly
2301,Airways,Business
2720,AirWave,StandByOnly
1348,SwiftWings,Business
1238,HorizonWings,Business
2630,UnityAirways,StandByOnly
2127,Express,None
1535,SkyHavenAirways,Business
1942,UnityAirways,None
1166,AirLuxe,None
2770,SilverArrow,StandByOnly
2730,SilverArrow,StandByOnly
1889,SkyHavenAirways,Business
1422,UnityAirways,None
2329,SummitAirlines,StandByOnly
2012,EvergreenAirlines,Business
1438,EvergreenAirlines,StandByOnly
1555,SunAirInternational,None
2612,SkyHavenAirways,None
2329,UnityAirways,Business
1130,CrystalSkyAirways,StandByOnly
2922,AirWave,Business
2928,SunAirInternational,None
2432,SilverArrow,None
1602,AeroLink,StandByOnly
2862,BlueSkyAirlines,None
2099,PeakAir,None
1649,PacificBreezeAirlines,Business
2515,GoldenEagle,Business
2573,Express,Business
2966,Airways,Business
2211,UnityAirways,None
2218,Airways,None
3030,WingStar,None
1963,SilverArrow,None
2257,SkyHavenAirways,Business
1027,PacificBreezeAirlines,Business
1353,Airways,None
2847,SwiftWings,None
1998,BlueSkyAirlines,StandByOnly
2272,PeakAir,None
1091,BlueSkyAirlines,None
1487,Airways,Business
2928,SilverArrow,StandByOnly
2704,MirageAir,StandByOnly
1201,SilverArrow,StandByOnly
1835,AirWave,Business
2117,PacificBreezeAirlines,Business
1994,EvergreenAirlines,Business
1237,SummitAirlines,StandByOnly
2393,Express,StandByOnly
1934,SummitAirlines,Business
2657,MirageAir,None
1656,SilverArrow,StandByOnly
2454,CrystalSkyAirways,Business
1275,SummitAirlines,StandByOnly
1877,StarJetAirlines,Business
3075,SummitAirlines,None
2756,UnityAirways,Business
1468,StarJetAirlines,Business
1111,OceanAirways,Business
2003,GoldenEagle,StandByOnly
1468,SwiftWings,StandByOnly
2093,SunAirInternational,Business
2889,AirLuxe,None
2847,AirLuxe,StandByOnly
2395,GoldenEagle,Business
2000,Airways,StandByOnly
1094,SunAirInternational,None
2435,AeroLink,Business
2385,PeakAir,Business
2859,OceanAirways,StandByOnly
2336,StarJetAirlines,StandByOnly
2630,AirLuxe,Business
2812,SunAirInternational,None
2347,BlueSkyAirlines,None
1706,WingStar,StandByOnly
2459,AirWave,Business
2416,Airways,Business
2979,GoldenEagle,Business
2488,EvergreenAirlines,Business
1903,UnityAirways,None
1590,SunAirInternational,StandByOnly
2903,PeakAir,Business
2960,Airways,None
1885,PacificBreezeAirlines,StandByOnly
1281,GoldenEagle,Business
1316,PacificBreezeAirlines,StandByOnly
2021,Express,StandByOnly
1281,EvergreenAirlines,StandByOnly
2673,SilverArrow,None
1622,GoldenEagle,None
1621,SilverArrow,StandByOnly
1892,GoldenEagle,StandByOnly
1914,AeroLink,Business
2133,SkyHavenAirways,StandByOnly
2516,CrystalSkyAirways,Business
1118,WingStar,StandByOnly
3015,AirLuxe,Business
1195,SwiftWings,None
1541,AirWave,Business
2706,AeroLink,Business
2750,MirageAir,None
3087,AirLuxe,StandByOnly
1914,MirageAir,StandByOnly
1175,Express,None
1691,SwiftWings,None
2198,AirLuxe,Business
1581,Express,None
1007,UnityAirways,Business
2046,CrystalSkyAirways,StandByOnly
1393,WingStar,StandByOnly
1456,AirWave,Business
3059,SkyHavenAirways,None
2660,OceanAirways,Business
2443,StarJetAirlines,Business
2255,AirLuxe,Business
2242,GoldenEagle,Business
1107,EvergreenAirlines,StandByOnly
1647,OceanAirways,Business
3055,AeroLink,Business
1378,UnityAirways,None
1367,AirWave,StandByOnly
1413,Airways,StandByOnly
2478,Airways,Business
1800,AirWave,Business
1391,AirLuxe,None
2994,SilverArrow,Business
1310,AeroLink,Business
1970,SummitAirlines,StandByOnly
2236,UnityAirways,None
2259,GoldenEagle,None
1758,SilverArrow,Business
1818,SkyHavenAirways,None
2776,OceanAirways,StandByOnly
2578,BlueSkyAirlines,StandByOnly
3053,HorizonWings,StandByOnly
1880,WingStar,Business
1328,SunAirInternational,StandByOnly
3003,SkyHavenAirways,None
1568,CrystalSkyAirways,None
3002,EvergreenAirlines,StandByOnly
2854,StarJetAirlines,None
1358,WingStar,None
1001,EvergreenAirlines,None
2349,PacificBreezeAirlines,Business
2850,EvergreenAirlines,StandByOnly
1718,Express,StandByOnly
1682,EvergreenAirlines,Business
1113,WingStar,None
1103,SunAirInternational,Business
1756,SummitAirlines,None
1238,AirLuxe,StandByOnly
2471,StarJetAirlines,None
1195,SummitAirlines,StandByOnly
2545,OceanAirways,Business
2738,PeakAir,StandByOnly
1173,EvergreenAirlines,None
1369,SunAirInternational,None
2940,CrystalSkyAirways,Business
1078,Airways,None
2973,SkyHavenAirways,StandByOnly
1178,SwiftWings,Business
1022,StarJetAirlines,None
2166,UnityAirways,None
1434,BlueSkyAirlines,None
1258,BlueSkyAirlines,Business
2105,MirageAir,Business
1258,UnityAirways,None
2292,PacificBreezeAirlines,None
2174,MirageAir,None
2743,OceanAirways,StandByOnly
1836,Airways,None
1835,Airways,None
2247,SummitAirlines,None
2385,WingStar,StandByOnly
1016,AirWave,StandByOnly
2703,Airways,StandByOnly
2204,AirLuxe,Business
2882,CrystalSkyAirways,None
2072,PeakAir,None
1178,Express,None
1922,Airways,Business
2642,SunAirInternational,None
2851,BlueSkyAirlines,StandByOnly
2021,Airways,None
2695,PacificBreezeAirlines,StandByOnly
1541,PeakAir,Business
2160,SwiftWings,StandByOnly
2670,MirageAir,None
1620,PacificBreezeAirlines,Business
1265,PacificBreezeAirlines,None
1264,SkyHavenAirways,Business
2819,OceanAirways,None
1561,SilverArrow,StandByOnly
1862,HorizonWings,None
1798,PacificBreezeAirlines,StandByOnly
1712,MirageAir,None
1144,AirWave,StandByOnly
1938,GoldenEagle,StandByOnly
1855,PacificBreezeAirlines,Business
2949,Express,Business
2870,SkyHavenAirways,Business
1928,AirLuxe,StandByOnly
1292,PacificBreezeAirlines,StandByOnly
1408,CrystalSkyAirways,Business
2041,AirLuxe,Business
1368,OceanAirways,None
1955,UnityAirways,None
1109,SwiftWings,None
1786,SkyHavenAirways,Business
1560,PacificBreezeAirlines,Business
1398,PeakAir,None
1184,SummitAirlines,StandByOnly
2959,MirageAir,Business
3073,SkyHavenAirways,StandByOnly
1751,SummitAirlines,Business
2611,BlueSkyAirlines,None
2981,SkyHavenAirways,Business
1805,GoldenEagle,None
1551,AirWave,StandByOnly
1163,GoldenEagle,Business
1577,HorizonWings,None
1425,StarJetAirlines,None
1687,SkyHavenAirways,Business
2797,SkyHavenAirways,None
1330,CrystalSkyAirways,StandByOnly
1373,WingStar,None
1276,OceanAirways,Business
1652,BlueSkyAirlines,Business
1108,HorizonWings,None
2994,HorizonWings,None
2905,StarJetAirlines,Business
